testCS,correctAns,CS,US,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,p_port_4_start,p_port_4_end,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_2.started,text_2.stopped,p_port_4.started,p_port_4.stopped,Ready.started,Ready.stopped,vend.started,vend.stopped,p_port.started,p_port.stopped,p_port_start,p_port_end,p_port_3_start,p_port_3_end,vend_CS.started,vend_CS.stopped,p_port_3.started,p_port_3.stopped,Outcome.started,Outcome.stopped,reward.started,reward.stopped,p_port_2.started,p_port_2.stopped,vend_testy.started,vend_testy.stopped,choice_text.started,choice_text.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,option_text.started,option_text.stopped,p_port_2_start,p_port_2_end,image.started,image.stopped,p_port_5.started,p_port_5.stopped,p_port_5_start,p_port_5_end,feedback_text.started,feedback_text.stopped,text.started,text.stopped,finish_text.started,finish_text.stopped,Thankyou_text.started,Thankyou_text.stopped,version,participant,CB,participant initials,phase,date,expName,psychopyVersion,frameRate,
CBred.png,b,yellow.png,4,0,3,3,0,0,2,2,3,,,,,,,,,,,,,298.67911159410505,None,0.006289509234193247,1.4958286279234017,111,4,117,4,300.22909129328946,303.22902608918776,2.0125047280525905,3.512475295645345,302.2290351453139,None,303.22902608918776,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,070,yes,SK,Vpav,2020_Feb_18_1421,Pavlovian,3.2.4,60.01516378498971,
CBred.png,b,blue.png,3,0,3,3,0,0,3,3,2,,,,,,,,,,,,,304.1956753982813,None,0.0016065566378529184,1.5031103262499528,111,4,117,4,305.86243987110174,308.8623547435236,2.0031005154469312,None,307.86233240508045,None,308.84567396439525,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,070,yes,SK,Vpav,2020_Feb_18_1421,Pavlovian,3.2.4,60.01516378498971,
CBred.png,b,green.png,2,0,3,3,0,1,0,4,1,,,,,,,,,,,,,309.66235866784336,None,0.0018124627404176863,1.5034843744124373,111,4,117,4,311.2623532341695,314.2622910487753,2.0035258816533315,3.503448149911492,313.2622970861921,None,314.24563019312154,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,070,yes,SK,Vpav,2020_Feb_18_1421,Pavlovian,3.2.4,60.01516378498971,
CBred.png,b,yellow.png,4,0,3,3,0,1,1,5,3,,,,,,,,,,,,,315.1623343672418,None,0.0036579803345375694,1.5072217165907205,111,4,117,4,316.7123306693229,319.7122558053543,2.0072300180381717,3.507205113693999,318.7122630502545,None,319.6955916291208,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,070,yes,SK,Vpav,2020_Feb_18_1421,Pavlovian,3.2.4,60.01516378498971,
CBred.png,b,red.png,1,0,3,3,0,1,2,6,0,,,,,,,,,,,,,320.6956245330439,None,0.009977314410207327,1.5031606179327355,111,4,117,4,322.2790077505342,325.27892383043945,2.0031438641017303,3.503133449557936,324.27892654727657,None,325.2622496924687,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,070,yes,SK,Vpav,2020_Feb_18_1421,Pavlovian,3.2.4,60.01516378498971,
CBred.png,b,blue.png,3,0,3,3,0,1,3,7,2,,,,,,,,,,,,,326.17891401963607,None,0.0019326375222590286,1.5037829548655282,111,4,117,4,327.82894247096374,330.8288546265485,2.0037677103864553,None,329.82888722859934,None,330.81219014844464,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,070,yes,SK,Vpav,2020_Feb_18_1421,Pavlovian,3.2.4,60.01516378498971,
CBred.png,b,red.png,1,0,3,3,0,2,0,8,0,,,,,,,,,,,,,331.6622161848063,None,0.005931037607297185,1.511807104532636,111,4,117,4,333.3955839314149,336.3955374433044,2.011808161079898,None,335.39552989653384,None,336.37882587334934,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,070,yes,SK,Vpav,2020_Feb_18_1421,Pavlovian,3.2.4,60.01516378498971,
CBred.png,b,blue.png,3,0,3,3,0,2,1,9,2,,,,,,,,,,,,,337.1788445893417,None,0.00559656471159542,1.5110780864415574,111,4,117,4,338.86219475197504,341.8621177749101,2.0110764261517033,None,340.862126529164,None,341.8454514855821,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,070,yes,SK,Vpav,2020_Feb_18_1421,Pavlovian,3.2.4,60.01516378498971,
CBred.png,b,yellow.png,4,0,3,3,0,2,2,10,3,,,,,,,,,,,,,342.6621467545119,None,0.0131475016441982,1.5095922177715693,111,4,117,4,344.21215784826563,347.21208087119885,2.0095606722679804,3.5095611250744696,346.212090832938,None,347.195423637997,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,070,yes,SK,Vpav,2020_Feb_18_1421,Pavlovian,3.2.4,60.01516378498971,
CBred.png,b,green.png,2,0,3,3,0,2,3,11,1,,,,,,,,,,,,,348.19541095942077,None,0.011723878740667715,1.506691238955682,111,4,117,4,349.7787845170442,352.77871991668326,2.0066868618287117,3.506682182831355,351.7787250484889,None,352.7620490992922,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,070,yes,SK,Vpav,2020_Feb_18_1421,Pavlovian,3.2.4,60.01516378498971,
