faces,pgo,outcome,blockcode,blockend,face,block_loop.thisRepN,block_loop.thisTrialN,block_loop.thisN,block_loop.thisIndex,Cavb_trials.thisRepN,Cavb_trials.thisTrialN,Cavb_trials.thisN,Cavb_trials.thisIndex,p_port_2.started,p_port_2.stopped,Intro1.started,Intro1.stopped,p_port_2_start,p_port_2_end,text.started,text.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,text_8.started,text_8.stopped,text_21.started,text_21.stopped,image.started,image.stopped,empty.started,empty.stopped,fill.started,fill.stopped,mid.started,mid.stopped,text_9.started,text_9.stopped,cor.started,cor.stopped,text_14.started,text_14.stopped,text_17.started,text_17.stopped,text_22.started,text_22.stopped,image_2.started,image_2.stopped,empty1.started,empty1.stopped,fill1.started,fill1.stopped,mid1.started,mid1.stopped,text_10.started,text_10.stopped,text_15.started,text_15.stopped,corr.started,corr.stopped,text_18.started,text_18.stopped,text_23.started,text_23.stopped,empty22.started,empty22.stopped,fill22.started,fill22.stopped,mid22.started,mid22.stopped,image_22.started,image_22.stopped,text_25.started,text_25.stopped,text_26.started,text_26.stopped,neut.started,neut.stopped,text_27.started,text_27.stopped,text_24.started,text_24.stopped,image_4.started,image_4.stopped,empty3.started,empty3.stopped,fill3.started,fill3.stopped,mid3.started,mid3.stopped,text_12.started,text_12.stopped,neutral.started,neutral.stopped,text_13.started,text_13.stopped,text_20.started,text_20.stopped,blockstart_parport.started,blockstart_parport.stopped,blockstart_parport_start,blockstart_parport_end,text_6.started,text_6.stopped,image_6.started,image_6.stopped,decision_partport.started,decision_partport.stopped,decision_partport_start,decision_partport_end,obtained,image_5.started,image_5.stopped,emptymeter.started,emptymeter.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.started,key_resp_10.stopped,fillmeter.started,fillmeter.stopped,midpoint.started,midpoint.stopped,polygon.started,polygon.stopped,text_7.started,text_7.stopped,feedback_parport.started,feedback_parport.stopped,feedback_parport_start,feedback_parport_end,correctimg.started,correctimg.stopped,incorrectimg.started,incorrectimg.stopped,neutralimg.started,neutralimg.stopped,text_4.started,text_4.stopped,text_5.started,text_5.stopped,p_port.started,p_port.stopped,p_port_start,p_port_end,text_end.started,text_end.stopped,participant,sequence #,participant initials,date,expName,psychopyVersion,frameRate,
Faces\faces\M1.jpg,0.3,1,84,92,M1,0,0,0,1,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012896017889943323,None,95,4,1,385.639367808285,None,385.639367808285,None,None,,385.639367808285,None,385.639367808285,None,385.639367808285,None,385.639367808285,None,387.7059742817419,None,0.01141775234736997,None,100,4,388.1226782295589,None,388.1226782295589,None,388.1226782295589,None,388.1226782295589,None,390.1893885468685,None,,,,,,,083,001,cm,2020_Feb_17_1458,Neighborhood,3.2.4,59.99750060673399,
Faces\faces\M1.jpg,0.3,1,84,92,M1,0,0,0,1,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012854963343215786,None,95,4,0,393.13932735748176,None,393.13932735748176,None,space,0.4887441112387023,393.13932735748176,None,393.13932735748176,None,393.13932735748176,None,393.13932735748176,None,395.2059625087468,None,0.011345605020324001,None,100,4,395.62266675843557,None,395.62266675843557,None,395.62266675843557,None,395.62266675843557,None,397.6892886273472,None,,,,,,,083,001,cm,2020_Feb_17_1458,Neighborhood,3.2.4,59.99750060673399,
Faces\faces\M1.jpg,0.3,1,84,92,M1,0,0,0,1,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012837152915381012,None,95,4,1,400.63930079277543,None,400.63930079277543,None,space,0.31274055398262135,400.63930079277543,None,400.63930079277543,None,400.63930079277543,None,400.63930079277543,None,402.7059507357517,None,0.011388470796191541,None,100,4,403.1226848707356,None,403.1226848707356,None,403.1226848707356,None,403.1226848707356,None,405.18931790889883,None,,,,,,,083,001,cm,2020_Feb_17_1458,Neighborhood,3.2.4,59.99750060673399,
Faces\faces\M1.jpg,0.3,1,84,92,M1,0,0,0,1,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012029948083636555,None,95,4,1,408.13928207673234,None,408.13928207673234,None,space,0.36771198786709647,408.13928207673234,None,408.13928207673234,None,408.13928207673234,None,408.13928207673234,None,410.2059238691736,None,0.011340473201926216,None,100,4,410.62261061030586,None,410.62261061030586,None,410.62261061030586,None,410.62261061030586,None,412.68926719445926,None,,,,,,,083,001,cm,2020_Feb_17_1458,Neighborhood,3.2.4,59.99750060673399,
Faces\faces\M1.jpg,0.3,1,84,92,M1,0,0,0,1,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012770439277574042,None,95,4,0,415.6393092451822,None,415.6393092451822,None,space,0.4006392434371264,415.6393092451822,None,415.6393092451822,None,415.6393092451822,None,415.6393092451822,None,417.7059682443082,None,0.011373075341452932,None,100,4,418.12258827180267,None,418.12258827180267,None,418.12258827180267,None,418.12258827180267,None,420.1892611570256,None,,,,,,,083,001,cm,2020_Feb_17_1458,Neighborhood,3.2.4,59.99750060673399,
Faces\faces\M1.jpg,0.3,1,84,92,M1,0,0,0,1,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01293284623307045,None,95,4,1,423.1392968684436,None,423.1392968684436,None,space,0.4305900443932842,423.1392968684436,None,423.1392968684436,None,423.1392968684436,None,423.1392968684436,None,425.2059507357517,None,0.011496842724227463,None,100,4,425.62257800816633,None,425.62257800816633,None,425.62257800816633,None,425.62257800816633,None,427.689243044726,None,,,,,,,083,001,cm,2020_Feb_17_1458,Neighborhood,3.2.4,59.99750060673399,
Faces\faces\M1.jpg,0.3,1,84,92,M1,0,0,0,1,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013260980731956806,None,95,4,1,430.6393164901019,None,430.6393164901019,None,space,0.5365276789148083,430.6393164901019,None,430.6393164901019,None,430.6393164901019,None,430.6393164901019,None,432.70590183254217,None,0.011265307157373172,None,100,4,433.12256472581294,None,433.12256472581294,None,433.12256472581294,None,433.12256472581294,None,435.18922764927083,None,,,,,,,083,001,cm,2020_Feb_17_1458,Neighborhood,3.2.4,59.99750060673399,
Faces\faces\M1.jpg,0.3,1,84,92,M1,0,0,0,1,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012749308260936232,None,95,4,0,438.1392328716511,None,438.1392328716511,None,space,1.124563719976777,438.1392328716511,None,438.1392328716511,None,438.1392328716511,None,438.1392328716511,None,440.20592930286375,None,0.011294286836800893,None,100,4,440.6225523490748,None,440.6225523490748,None,440.6225523490748,None,440.6225523490748,None,442.68920500889635,None,,,,,,,083,001,cm,2020_Feb_17_1458,Neighborhood,3.2.4,59.99750060673399,
Faces\faces\M1.jpg,0.3,1,84,92,M1,0,0,0,1,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011758263585761597,None,95,4,0,445.6392165705811,None,445.6392165705811,None,space,0.5915247718908176,445.6392165705811,None,445.6392165705811,None,445.6392165705811,None,445.6392165705811,None,447.70587526783584,None,0.011254137905325479,None,100,4,448.12253936859315,None,448.12253936859315,None,448.12253936859315,None,448.12253936859315,None,450.18920591451115,None,,,,,,,083,001,cm,2020_Feb_17_1458,Neighborhood,3.2.4,59.99750060673399,
Faces\faces\M1.jpg,0.3,1,84,92,M1,0,0,0,1,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01273753526584187,None,95,4,0,453.13920962753264,None,453.13920962753264,None,space,0.3574761234608559,453.13920962753264,None,453.13920962753264,None,453.13920962753264,None,453.13920962753264,None,455.20586560794254,None,0.011267722130469338,None,100,4,455.62251461511687,None,455.62251461511687,None,455.62251461511687,None,455.62251461511687,None,457.6891808591631,None,,,,,,,083,001,cm,2020_Feb_17_1458,Neighborhood,3.2.4,59.99750060673399,
Faces\faces\M1.jpg,0.3,1,84,92,M1,0,0,0,1,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01272696975775034,None,95,4,1,460.639196647051,None,460.639196647051,None,space,0.5234653901115962,460.639196647051,None,460.639196647051,None,460.639196647051,None,460.639196647051,None,462.7058511181026,None,0.011239044322337577,None,100,4,463.1225224637801,None,463.1225224637801,None,463.1225224637801,None,463.1225224637801,None,465.1891681805532,None,,,,,,,083,001,cm,2020_Feb_17_1458,Neighborhood,3.2.4,59.99750060673399,
Faces\faces\M1.jpg,0.3,1,84,92,M1,0,0,0,1,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012715196762655978,None,95,4,0,468.13919030774605,None,468.13919030774605,None,space,0.4154270306758008,468.13919030774605,None,468.13919030774605,None,468.13919030774605,None,468.13919030774605,None,470.20584115633756,None,0.012002175890756916,None,100,4,470.62257287634793,None,470.62257287634793,None,470.62257287634793,None,470.62257287634793,None,472.6891567094299,None,,,,,,,083,001,cm,2020_Feb_17_1458,Neighborhood,3.2.4,59.99750060673399,
Faces\faces\M1.jpg,0.3,1,84,92,M1,0,0,0,1,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012714291147858603,None,95,4,0,475.63917159170296,None,475.63917159170296,None,space,1.0783643747963652,475.63917159170296,None,475.63917159170296,None,475.63917159170296,None,475.63917159170296,None,477.7058281758559,None,0.0112435723967792,None,100,4,478.1224922766137,None,478.1224922766137,None,478.1224922766137,None,478.1224922766137,None,480.18914403082,None,,,,,,,083,001,cm,2020_Feb_17_1458,Neighborhood,3.2.4,59.99750060673399,
Faces\faces\M1.jpg,0.3,1,84,92,M1,0,0,0,1,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01165200475952588,None,95,4,0,483.1391607243231,None,483.1391607243231,None,space,0.8863486388304409,483.1391607243231,None,483.1391607243231,None,483.1391607243231,None,483.1391607243231,None,485.20581519537427,None,0.010230792962374835,None,100,4,485.6224708437253,None,485.6224708437253,None,485.6224708437253,None,485.6224708437253,None,487.68913708777154,None,,,,,,,083,001,cm,2020_Feb_17_1458,Neighborhood,3.2.4,59.99750060673399,
Faces\faces\M1.jpg,0.3,1,84,92,M1,0,0,0,1,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011676456364511978,None,95,4,0,490.63914140453653,None,490.63914140453653,None,space,0.9133395881144679,490.63914140453653,None,490.63914140453653,None,490.63914140453653,None,490.63914140453653,None,492.7058179122196,None,0.011625138181443617,None,100,4,493.1225040496083,None,493.1225040496083,None,493.1225040496083,None,493.1225040496083,None,495.18917240675637,None,,,,,,,083,001,cm,2020_Feb_17_1458,Neighborhood,3.2.4,59.99750060673399,
Faces\faces\M1.jpg,0.3,1,84,92,M1,0,0,0,1,35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012653614942792046,None,95,4,0,498.13911544357325,None,498.13911544357325,None,space,0.6903020105255564,498.13911544357325,None,498.13911544357325,None,498.13911544357325,None,498.13911544357325,None,500.2058058373527,None,0.011253232290528103,None,100,4,500.6224521276822,None,500.6224521276822,None,500.6224521276822,None,500.6224521276822,None,502.68916214312003,None,,,,,,,083,001,cm,2020_Feb_17_1458,Neighborhood,3.2.4,59.99750060673399,
Faces\faces\M1.jpg,0.3,1,84,92,M1,0,0,0,1,36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012704027511063032,None,95,4,0,505.6391501588146,None,505.6391501588146,None,space,0.898214610226205,505.6391501588146,None,505.6391501588146,None,505.6391501588146,None,505.6391501588146,None,507.70577836703114,None,0.01119768790431408,None,100,4,508.1224409584306,None,508.1224409584306,None,508.1224409584306,None,508.1224409584306,None,510.18914523830654,None,,,,,,,083,001,cm,2020_Feb_17_1458,Neighborhood,3.2.4,59.99750060673399,
Faces\faces\M1.jpg,0.3,1,84,92,M1,0,0,0,1,37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012681085264830472,None,95,4,1,513.1391051799369,None,513.1391051799369,None,space,0.6182316599379192,513.1391051799369,None,513.1391051799369,None,513.1391051799369,None,513.1391051799369,None,515.2057777632881,None,0.011192556085916294,None,100,4,515.6224186199274,None,515.6224186199274,None,515.6224186199274,None,515.6224186199274,None,517.6891364840285,None,,,,,,,083,001,cm,2020_Feb_17_1458,Neighborhood,3.2.4,59.99750060673399,
Faces\faces\M1.jpg,0.3,1,84,92,M1,0,0,0,1,38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012666897296185198,None,95,4,0,520.639117556675,None,520.639117556675,None,space,1.4621449913756805,520.639117556675,None,520.639117556675,None,520.639117556675,None,520.639117556675,None,522.7057548210414,None,0.011262288440320845,None,100,4,523.1224349209974,None,523.1224349209974,None,523.1224349209974,None,523.1224349209974,None,525.1891542944563,None,,,,,,,083,001,cm,2020_Feb_17_1458,Neighborhood,3.2.4,59.99750060673399,
Faces\faces\M1.jpg,0.3,1,84,92,M1,0,0,0,1,39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012627352108211198,None,95,4,0,528.1391254053383,None,528.1391254053383,None,space,0.8311046148328387,528.1391254053383,None,528.1391254053383,None,528.1391254053383,None,528.1391254053383,None,530.2057838007213,None,0.011175953144629602,None,100,4,530.6224928803567,None,530.6224928803567,None,530.6224928803567,None,530.6224928803567,None,532.6890709778772,None,,,,,,,083,001,cm,2020_Feb_17_1458,Neighborhood,3.2.4,59.99750060673399,
Faces\faces\F2.jpg,0.3,-1,86,94,F2,0,1,1,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016283319839203614,2.0159425067299708,86,4,537.6890664498019,None,537.6890664498019,None,0.010832423189640394,None,95,4,0,546.2223876478947,None,546.2223876478947,None,space,1.8006804791066315,546.2223876478947,None,546.2223876478947,None,546.2223876478947,None,546.2223876478947,None,548.289045741406,None,0.011146671592996427,None,100,4,548.7223625925462,None,548.7223625925462,None,548.7223625925462,None,548.7223625925462,None,550.7890412133311,None,0.007198492090083164,None,92,4,535.6223996020126,None,083,001,cm,2020_Feb_17_1458,Neighborhood,3.2.4,59.99750060673399,
Faces\faces\F2.jpg,0.3,-1,86,94,F2,0,1,1,3,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01159102668361811,None,95,4,-1,553.739025606566,None,553.739025606566,None,None,,553.739025606566,None,553.739025606566,None,553.739025606566,None,553.739025606566,None,555.8057108685271,None,0.010098271301103523,None,100,4,556.2223713468247,None,556.2223713468247,None,556.2223713468247,None,556.2223713468247,None,558.2890378927427,None,,,,,,,083,001,cm,2020_Feb_17_1458,Neighborhood,3.2.4,59.99750060673399,
Faces\faces\F2.jpg,0.3,-1,86,94,F2,0,1,1,3,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013071707198378135,None,95,4,0,561.2390479450692,None,561.2390479450692,None,None,,561.2390479450692,None,561.2390479450692,None,561.2390479450692,None,561.2390479450692,None,563.3223986360231,None,0.011128861164706905,None,100,4,563.722397307788,None,563.722397307788,None,563.722397307788,None,563.722397307788,None,565.7890197804427,None,,,,,,,083,001,cm,2020_Feb_17_1458,Neighborhood,3.2.4,59.99750060673399,
Faces\faces\F2.jpg,0.3,-1,86,94,F2,0,1,1,3,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012554601037209068,None,95,4,0,568.7390204747476,None,568.7390204747476,None,space,0.848905081285011,568.7390204747476,None,568.7390204747476,None,568.7390204747476,None,568.7390204747476,None,570.8056616634458,None,0.01112493683331195,None,100,4,571.2223665168781,None,571.2223665168781,None,571.2223665168781,None,571.2223665168781,None,573.2890442320477,None,,,,,,,083,001,cm,2020_Feb_17_1458,Neighborhood,3.2.4,59.99750060673399,
Faces\faces\F2.jpg,0.3,-1,86,94,F2,0,1,1,3,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01261799408666775,None,95,4,0,576.2390382851759,None,576.2390382851759,None,space,1.2068503133127706,576.2390382851759,None,576.2390382851759,None,576.2390382851759,None,576.2390382851759,None,578.3056996992755,None,0.011121314373667701,None,100,4,578.7223988171463,None,578.7223988171463,None,578.7223988171463,None,578.7223988171463,None,580.7890246103893,None,,,,,,,083,001,cm,2020_Feb_17_1458,Neighborhood,3.2.4,59.99750060673399,
Faces\faces\F2.jpg,0.3,-1,86,94,F2,0,1,1,3,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01248184996575219,None,95,4,0,583.7389954193995,None,583.7389954193995,None,space,1.041846053903555,583.7389954193995,None,583.7389954193995,None,583.7389954193995,None,583.7389954193995,None,585.8056752476705,None,0.011104409559720807,None,100,4,586.2223638000332,None,586.2223638000332,None,586.2223638000332,None,586.2223638000332,None,588.2890052906027,None,,,,,,,083,001,cm,2020_Feb_17_1458,Neighborhood,3.2.4,59.99750060673399,
Faces\faces\F2.jpg,0.3,-1,86,94,F2,0,1,1,3,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01336723955864727,None,95,4,0,591.2390204747476,None,591.2390204747476,None,space,1.122772715390056,591.2390204747476,None,591.2390204747476,None,591.2390204747476,None,591.2390204747476,None,593.3056960768154,None,0.0110929384368319,None,100,4,593.7223106706201,None,593.7223106706201,None,593.7223106706201,None,593.7223106706201,None,595.7889705753614,None,,,,,,,083,001,cm,2020_Feb_17_1458,Neighborhood,3.2.4,59.99750060673399,
Faces\faces\F2.jpg,0.3,-1,86,94,F2,0,1,1,3,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01250750905728637,None,95,4,0,598.7390349645875,None,598.7390349645875,None,space,1.5977025755087197,598.7390349645875,None,598.7390349645875,None,598.7390349645875,None,598.7390349645875,None,600.8056529091673,None,0.011054600734951237,None,100,4,601.2222928601918,None,601.2222928601918,None,601.2222928601918,None,601.2222928601918,None,603.2889609154681,None,,,,,,,083,001,cm,2020_Feb_17_1458,Neighborhood,3.2.4,59.99750060673399,
Faces\faces\F2.jpg,0.3,-1,86,94,F2,0,1,1,3,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012462832050914585,None,95,4,0,606.2390243990794,None,606.2390243990794,None,space,0.9886562665838028,606.2390243990794,None,606.2390243990794,None,606.2390243990794,None,606.2390243990794,None,608.3056601540875,None,0.011041318382012832,None,100,4,608.7222789740954,None,608.7222789740954,None,608.7222789740954,None,608.7222789740954,None,610.7889527649331,None,,,,,,,083,001,cm,2020_Feb_17_1458,Neighborhood,3.2.4,59.99750060673399,
Faces\faces\F2.jpg,0.3,-1,86,94,F2,0,1,1,3,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011439487107963942,None,95,4,-1,613.7389441012165,None,613.7389441012165,None,space,1.398711792857739,613.7389441012165,None,613.7389441012165,None,613.7389441012165,None,613.7389441012165,None,615.8056163826959,None,0.009990804988774471,None,100,4,616.2222665973568,None,616.2222665973568,None,616.2222665973568,None,616.2222665973568,None,618.2889400863232,None,,,,,,,083,001,cm,2020_Feb_17_1458,Neighborhood,3.2.4,59.99750060673399,
Faces\faces\F2.jpg,0.3,-1,86,94,F2,0,1,1,3,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012761081255575846,None,95,4,0,621.2389311207348,None,621.2389311207348,None,None,,621.2389311207348,None,621.2389311207348,None,621.2389311207348,None,621.2389311207348,None,623.3055934404497,None,0.01135405742616058,None,100,4,623.7222388251639,None,623.7222388251639,None,623.7222388251639,None,623.7222388251639,None,625.7889047673384,None,,,,,,,083,001,cm,2020_Feb_17_1458,Neighborhood,3.2.4,59.99750060673399,
Faces\faces\F2.jpg,0.3,-1,86,94,F2,0,1,1,3,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012346007716587337,None,95,4,0,628.7389226683281,None,628.7389226683281,None,space,1.49061963989152,628.7389226683281,None,628.7389226683281,None,628.7389226683281,None,628.7389226683281,None,630.8055922329627,None,0.010931135224836908,None,100,4,631.2222533150039,None,631.2222533150039,None,631.2222533150039,None,631.2222533150039,None,633.2889074841833,None,,,,,,,083,001,cm,2020_Feb_17_1458,Neighborhood,3.2.4,59.99750060673399,
Faces\faces\F2.jpg,0.3,-1,86,94,F2,0,1,1,3,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012456794617719424,None,95,4,0,636.2389075747451,None,636.2389075747451,None,space,1.5816052689888238,636.2389075747451,None,636.2389075747451,None,636.2389075747451,None,636.2389075747451,None,638.3055532915182,None,0.010998150733939838,None,100,4,638.7222545224904,None,638.7222545224904,None,638.7222545224904,None,638.7222545224904,None,640.7888981261617,None,,,,,,,083,001,cm,2020_Feb_17_1458,Neighborhood,3.2.4,59.99750060673399,
Faces\faces\F2.jpg,0.3,-1,86,94,F2,0,1,1,3,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012406683921199146,None,95,4,0,643.7388954998783,None,643.7388954998783,None,None,,643.7388954998783,None,643.7388954998783,None,643.7388954998783,None,643.7388954998783,None,645.8055499709299,None,0.010970680411901412,None,100,4,646.2222533150039,None,646.2222533150039,None,646.2222533150039,None,646.2222533150039,None,648.2888851456801,None,,,,,,,083,001,cm,2020_Feb_17_1458,Neighborhood,3.2.4,59.99750060673399,
Faces\faces\F2.jpg,0.3,-1,86,94,F2,0,1,1,3,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012428418681338371,None,95,4,0,651.2388822175253,None,651.2388822175253,None,None,,651.2388822175253,None,651.2388822175253,None,651.2388822175253,None,651.2388822175253,None,653.305546046598,None,0.010944115706024604,None,100,4,653.722191733184,None,653.722191733184,None,653.722191733184,None,653.722191733184,None,655.7888839381935,None,,,,,,,083,001,cm,2020_Feb_17_1458,Neighborhood,3.2.4,59.99750060673399,
Faces\faces\F2.jpg,0.3,-1,86,94,F2,0,1,1,3,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012358988198229781,None,95,4,0,658.7388710482737,None,658.7388710482737,None,space,1.292475607259803,658.7388710482737,None,658.7388710482737,None,658.7388710482737,None,658.7388710482737,None,660.8055276324267,None,0.01095226624101997,None,100,4,661.2221790545741,None,661.2221790545741,None,661.2221790545741,None,661.2221790545741,None,663.2888443930055,None,,,,,,,083,001,cm,2020_Feb_17_1458,Neighborhood,3.2.4,59.99750060673399,
Faces\faces\F2.jpg,0.3,-1,86,94,F2,0,1,1,3,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012429324296135746,None,95,4,0,666.2388595771504,None,666.2388595771504,None,space,0.803459509651475,666.2388595771504,None,666.2388595771504,None,666.2388595771504,None,666.2388595771504,None,668.3055197837634,None,0.010977623460803443,None,100,4,668.7221805639324,None,668.7221805639324,None,668.7221805639324,None,668.7221805639324,None,670.7888854475518,None,,,,,,,083,001,cm,2020_Feb_17_1458,Neighborhood,3.2.4,59.99750060673399,
